Time_(ns),RMSD_(nm)
0.9300001,0.1902263
0.9400001,0.2036305
0.9500000,0.1985823
0.9600000,0.1694682
0.9700000,0.1859176
0.9800000,0.1732982
0.9900001,0.1771432
1.0000000,0.1433409
1.0100000,0.1555681
1.0200001,0.1643133
1.0300001,0.1644238
1.0400001,0.1915278
1.0500001,0.1882789
1.0600001,0.1707450
1.0700001,0.1684263
1.0800000,0.1744588
1.0900000,0.1794940
1.1000000,0.1858671
1.1100000,0.1679430
1.1200000,0.1559348
1.1300000,0.1666585
1.1400001,0.1659074
1.1500001,0.1802307
1.1600001,0.1787872
1.1700001,0.1838666
1.1800001,0.1893682
1.1900001,0.1698527
1.2000000,0.1630053
1.2100000,0.1415164
1.2200000,0.1391467
1.2300000,0.1566125
1.2400000,0.1519252
1.2500000,0.1407377
1.2600001,0.1398880
1.2700001,0.1435506
1.2800001,0.1443888
1.2900001,0.1181783
1.3000001,0.1260942
1.3100001,0.1368959
1.3200001,0.1511898
1.3300000,0.1492564
1.3400000,0.1446154
1.3500000,0.1298756
1.3600000,0.1275156
1.3700001,0.1200251
1.3800001,0.1273618
1.3900001,0.1394125
1.4000001,0.1261883
1.4100001,0.1150499
1.4200001,0.1249074
1.4300001,0.1268567
1.4400001,0.1148580
1.4500000,0.1173003
1.4600000,0.1250761
1.4700000,0.1234995
1.4800000,0.1415725
1.4900001,0.1303602
1.5000001,0.1345833
1.5100001,0.1429226
1.5200001,0.1349018
1.5300001,0.1492649
1.5400001,0.1496868
1.5500001,0.1499099
1.5600001,0.1382557
1.5700001,0.1542448
1.5800000,0.1696168
1.5900000,0.1434328
1.6000000,0.1392558
1.6100001,0.1395164
1.6200001,0.1270269
1.6300001,0.1275165
1.6400001,0.1361117
1.6500001,0.1363879
1.6600001,0.1324958
1.6700001,0.1303065
1.6800001,0.1262008
1.6900001,0.1428812
1.7000000,0.1482045
1.7100000,0.1545859
1.7200000,0.1620771
1.7300001,0.1498582
1.7400001,0.1633985
1.7500001,0.1689995
1.7600001,0.1734456
1.7700001,0.1560101
1.7800001,0.1447185
1.7900001,0.1635682
1.8000001,0.1568425
1.8100001,0.1594357
1.8200001,0.1522081
1.8300000,0.1394144
1.8400000,0.1339082
1.8500001,0.1238097
1.8600001,0.1203012
1.8700001,0.1169150
1.8800001,0.1200325
1.8900001,0.1226442
1.9000001,0.1114332
1.9100001,0.1191799
1.9200001,0.1071251
1.9300001,0.1176273
1.9400001,0.1069772
1.9500000,0.1106451
1.9600000,0.1166783
1.9700001,0.1166189
1.9800001,0.1194714
1.9900001,0.1045583
2.0000000,0.1132807
2.0100000,0.1102721
2.0200000,0.1099577
2.0300002,0.1139894
2.0400002,0.1122748
2.0500002,0.1211508
2.0600002,0.1174489
2.0700002,0.1103124
2.0800002,0.1134444
2.0900002,0.1045350
2.1000001,0.1043345
2.1100001,0.0999158
2.1200001,0.1110364
2.1300001,0.1053231
2.1400001,0.1074901
2.1500001,0.1009398
2.1600001,0.1231122
2.1700001,0.1184910
2.1800001,0.1217432
2.1900001,0.1181670
2.2000000,0.1131576
2.2100000,0.1028057
2.2200000,0.0992335
2.2300000,0.1050427
2.2400000,0.1097551
2.2500000,0.1255443
2.2600000,0.1336463
2.2700002,0.1404429
2.2800002,0.1267439
2.2900002,0.1284352
2.3000002,0.1333376
2.3100002,0.1449670
2.3200002,0.1462093
2.3300002,0.1329023
2.3400002,0.1357314
2.3500001,0.1315764
2.3600001,0.1364394
2.3700001,0.1310666
2.3800001,0.1423670
2.3900001,0.1374548
2.4000001,0.1310182
2.4100001,0.1332382
2.4200001,0.1390512
2.4300001,0.1407338
2.4400001,0.1262499
2.4500000,0.1193876
2.4600000,0.1123404
2.4700000,0.1043081
2.4800000,0.0970413
2.4900000,0.1155164
2.5000000,0.1062185
2.5100002,0.1104645
2.5200002,0.1007661
2.5300002,0.1068605
2.5400002,0.1117775
2.5500002,0.1108278
2.5600002,0.1107030
2.5700002,0.1066156
2.5800002,0.1107167
2.5900002,0.1219131
2.6000001,0.1208218
2.6100001,0.1153995
2.6200001,0.1105024
2.6300001,0.1226077
2.6400001,0.1392663
2.6500001,0.1301340
2.6600001,0.1226673
2.6700001,0.1362007
2.6800001,0.1291266
2.6900001,0.1324826
2.7000000,0.1287123
2.7100000,0.1253974
2.7200000,0.1300257
2.7300000,0.1338490
2.7400002,0.1419204
2.7500002,0.1468347
2.7600002,0.1451121
2.7700002,0.1327942
2.7800002,0.1375742
2.7900002,0.1540338
2.8000002,0.1444382
2.8100002,0.1436573
2.8200002,0.1263510
2.8300002,0.1426970
2.8400002,0.1334152
2.8500001,0.1303315
2.8600001,0.1229363
2.8700001,0.1204405
2.8800001,0.1165409
2.8900001,0.1291697
2.9000001,0.1278998
2.9100001,0.1483183
2.9200001,0.1357388
2.9300001,0.1255522
2.9400001,0.1205049
2.9500000,0.1311370
2.9600000,0.1335393
2.9700000,0.1356845
2.9800003,0.1437259
2.9900002,0.1432346
3.0000002,0.1440386
3.0100002,0.1511690
3.0200002,0.1441709
3.0300002,0.1455387
3.0400002,0.1326527
3.0500002,0.1514403
3.0600002,0.1500273
3.0700002,0.1352480
3.0800002,0.1360103
3.0900002,0.1326822
3.1000001,0.1545892
3.1100001,0.1476514
3.1200001,0.1484356
3.1300001,0.1481492
3.1400001,0.1421499
3.1500001,0.1505934
3.1600001,0.1706400
3.1700001,0.1689731
3.1800001,0.1782923
3.1900001,0.1522882
3.2000000,0.1434018
3.2100000,0.1459091
3.2200003,0.1515714
3.2300003,0.1456107
3.2400002,0.1427645
3.2500002,0.1413545
3.2600002,0.1480614
3.2700002,0.1568637
3.2800002,0.1473923
3.2900002,0.1614064
3.3000002,0.1658707
3.3100002,0.1517568
3.3200002,0.1652043
3.3300002,0.1590227
3.3400002,0.1499200
3.3500001,0.1498758
3.3600001,0.1425262
3.3700001,0.1347496
3.3800001,0.1336416
3.3900001,0.1359585
3.4000001,0.1374787
3.4100001,0.1375040
3.4200001,0.1210629
3.4300001,0.1371610
3.4400001,0.1325493
3.4500000,0.1459270
3.4600003,0.1420283
3.4700003,0.1538665
3.4800003,0.1603855
3.4900002,0.1645008
3.5000002,0.1514923
3.5100002,0.1613548
3.5200002,0.1590595
3.5300002,0.1518784
3.5400002,0.1578302
3.5500002,0.1667011
3.5600002,0.1635467
3.5700002,0.1539629
3.5800002,0.1462207
3.5900002,0.1505356
3.6000001,0.1692101
3.6100001,0.1947591
3.6200001,0.1721987
3.6300001,0.1761295
3.6400001,0.1926019
3.6500001,0.1960737
3.6600001,0.1880664
3.6700001,0.1787028
3.6800001,0.1821022
3.6900001,0.1895280
3.7000003,0.1812154
3.7100003,0.1901510
3.7200003,0.1904309
3.7300003,0.1782877
3.7400002,0.1866391
3.7500002,0.1765073
3.7600002,0.1776551
3.7700002,0.1744121
3.7800002,0.1739100
3.7900002,0.1888154
3.8000002,0.1812239
3.8100002,0.1685771
3.8200002,0.1786945
3.8300002,0.1662190
3.8400002,0.1695633
3.8500001,0.1738198
3.8600001,0.1501008
3.8700001,0.1384362
3.8800001,0.1359181
3.8900001,0.1364020
3.9000001,0.1520959
3.9100001,0.1638717
3.9200001,0.1604456
3.9300003,0.1546680
3.9400003,0.1668670
3.9500003,0.1765358
3.9600003,0.1525822
3.9700003,0.1668100
3.9800003,0.1588972
3.9900002,0.1719723
4.0000000,0.1515677
4.0100002,0.1493853
4.0200000,0.1620981
4.0300002,0.1530143
4.0400000,0.1474169
4.0500002,0.1586252
4.0600004,0.1759113
4.0700002,0.1637718
4.0800004,0.1515354
4.0900002,0.1547444
4.1000004,0.1719273
4.1100001,0.1606052
4.1200004,0.1682485
4.1300001,0.1658974
4.1400003,0.1657728
4.1500001,0.1599337
4.1600003,0.1557630
4.1700001,0.1605294
4.1800003,0.1474860
4.1900001,0.1523634
4.2000003,0.1630813
4.2100000,0.1602909
4.2200003,0.1700992
4.2300000,0.1785898
4.2400002,0.1716458
4.2500000,0.1652132
4.2600002,0.1683811
4.2700000,0.1581700
4.2800002,0.1692858
4.2900004,0.1678615
4.3000002,0.1601027
4.3100004,0.1492847
4.3200002,0.1548899
4.3300004,0.1789679
4.3400002,0.1777366
4.3500004,0.1648274
4.3600001,0.1569748
4.3700004,0.1699809
4.3800001,0.1628366
4.3900003,0.1544871
4.4000001,0.1695264
4.4100003,0.1588264
4.4200001,0.1789916
4.4300003,0.1713903
4.4400001,0.1708506
4.4500003,0.1670841
4.4600000,0.1557673
4.4700003,0.1767484
4.4800000,0.1855603
4.4900002,0.1804622
4.5000000,0.1882500
4.5100002,0.1828939
4.5200000,0.1850008
4.5300002,0.1611442
4.5400004,0.1666703
4.5500002,0.1600933
4.5600004,0.1435802
4.5700002,0.1446633
4.5800004,0.1481642
4.5900002,0.1446572
4.6000004,0.1526684
4.6100001,0.1344998
4.6200004,0.1382817
4.6300001,0.1275156
4.6400003,0.1404384
4.6500001,0.1368692
4.6600003,0.1336718
4.6700001,0.1390111
4.6800003,0.1323899
4.6900001,0.1433547
4.7000003,0.1474869
4.7100000,0.1489620
4.7200003,0.1504076
4.7300000,0.1430719
4.7400002,0.1569548
4.7500000,0.1434039
4.7600002,0.1429524
4.7700005,0.1600364
4.7800002,0.1576701
4.7900004,0.1568059
4.8000002,0.1529012
4.8100004,0.1558668
4.8200002,0.1568801
4.8300004,0.1620846
4.8400002,0.1569950
4.8500004,0.1610958
4.8600001,0.1739167
4.8700004,0.1851069
4.8800001,0.1730078
4.8900003,0.1515360
4.9000001,0.1557631
4.9100003,0.1551141
4.9200001,0.1619731
4.9300003,0.1559374
4.9400001,0.1339923
4.9500003,0.1343817
4.9600000,0.1373036
4.9700003,0.1253509
4.9800000,0.1260833
4.9900002,0.1162318
5.0000000,0.1081158
5.0100002,0.1016590
5.0200005,0.1065730
5.0300002,0.1113251
5.0400004,0.1076131
5.0500002,0.1108795
5.0600004,0.1132369
5.0700002,0.1035301
5.0800004,0.1034562
5.0900002,0.1014135
5.1000004,0.1269202
5.1100001,0.1228245
5.1200004,0.1232898
5.1300001,0.1298096
5.1400003,0.1255732
5.1500001,0.1125835
5.1600003,0.1015835
5.1700001,0.0982085
5.1800003,0.1028940
5.1900001,0.1120396
5.2000003,0.1127332
5.2100000,0.1175906
5.2200003,0.1228389
5.2300000,0.1321906
5.2400002,0.1374390
5.2500005,0.1435895
5.2600002,0.1431217
5.2700005,0.1639472
5.2800002,0.1425969
5.2900004,0.1462451
5.3000002,0.1392118
5.3100004,0.1464280
5.3200002,0.1457713
5.3300004,0.1379426
5.3400002,0.1424384
5.3500004,0.1292154
5.3600001,0.1306537
5.3700004,0.1366471
5.3800001,0.1091925
5.3900003,0.1215287
5.4000001,0.1081558
5.4100003,0.1177708
5.4200001,0.1175090
5.4300003,0.1357890
5.4400001,0.1293927
5.4500003,0.1269694
5.4600000,0.1337326
5.4700003,0.1471436
5.4800005,0.1258200
5.4900002,0.1323771
5.5000005,0.1542310
5.5100002,0.1634217
5.5200005,0.1777412
5.5300002,0.1717031
5.5400004,0.1561462
5.5500002,0.1491411
5.5600004,0.1475700
5.5700002,0.1444495
5.5800004,0.1245064
5.5900002,0.1364675
5.6000004,0.1325845
5.6100001,0.1373195
5.6200004,0.1276272
5.6300001,0.1324940
5.6400003,0.1174835
5.6500001,0.1328304
5.6600003,0.1398432
5.6700001,0.1399227
5.6800003,0.1436223
5.6900001,0.1558216
5.7000003,0.1297058
5.7100000,0.1339137
5.7200003,0.1221068
5.7300005,0.1431771
5.7400002,0.1387986
5.7500005,0.1358100
5.7600002,0.1382693
5.7700005,0.1618321
5.7800002,0.1568465
5.7900004,0.1632499
5.8000002,0.1465197
5.8100004,0.1568709
5.8200002,0.1739123
5.8300004,0.1874078
5.8400002,0.1559405
5.8500004,0.1505579
5.8600001,0.1575620
5.8700004,0.1586333
5.8800001,0.1606674
5.8900003,0.1545814
5.9000001,0.1736641
5.9100003,0.1861309
5.9200001,0.1848843
5.9300003,0.1898432
5.9400001,0.1731256
5.9500003,0.1856306
5.9600005,0.1924965
5.9700003,0.1660992
5.9800005,0.1710861
5.9900002,0.1669509
6.0000005,0.1643758
6.0100002,0.1686739
6.0200005,0.1717686
6.0300002,0.1759574
6.0400004,0.1793384
6.0500002,0.1813606
6.0600004,0.1968453
6.0700002,0.1881150
6.0800004,0.2066641
6.0900002,0.1924774
6.1000004,0.2196962
6.1100001,0.2005682
6.1200004,0.1919428
6.1300001,0.1980805
6.1400003,0.1833629
6.1500001,0.1828742
6.1600003,0.1707209
6.1700001,0.1692730
6.1800003,0.1718725
6.1900001,0.1725574
6.2000003,0.2002640
6.2100005,0.2220400
6.2200003,0.1980512
6.2300005,0.1935333
6.2400002,0.1821118
6.2500005,0.1778996
6.2600002,0.1657761
6.2700005,0.1758897
6.2800002,0.1696226
6.2900004,0.1841455
6.3000002,0.1964944
6.3100004,0.1978183
6.3200002,0.1821173
6.3300004,0.1992969
6.3400002,0.2021980
6.3500004,0.2115607
6.3600001,0.2116615
6.3700004,0.2226666
6.3800001,0.2095977
6.3900003,0.1994429
6.4000001,0.2025001
6.4100003,0.2092350
6.4200001,0.1781189
6.4300003,0.1831715
6.4400005,0.1964106
6.4500003,0.2020609
6.4600005,0.1787598
6.4700003,0.1771706
6.4800005,0.1865409
6.4900002,0.2041604
6.5000005,0.2092432
6.5100002,0.1927934
6.5200005,0.1749173
6.5300002,0.1573238
6.5400004,0.1557290
6.5500002,0.1626937
6.5600004,0.1753289
6.5700002,0.1828669
6.5800004,0.1964822
6.5900002,0.1774483
6.6000004,0.1742711
6.6100001,0.1816811
6.6200004,0.2052913
6.6300001,0.2022997
6.6400003,0.1991481
6.6500001,0.2038338
6.6600003,0.2011215
6.6700006,0.1779502
6.6800003,0.1692963
6.6900005,0.1712357
6.7000003,0.1788663
6.7100005,0.1944291
6.7200003,0.1978510
6.7300005,0.1992857
6.7400002,0.1985746
6.7500005,0.1929121
6.7600002,0.1948936
6.7700005,0.2017687
6.7800002,0.2344640
6.7900004,0.2048408
6.8000002,0.1842251
6.8100004,0.1787218
6.8200002,0.1824128
6.8300004,0.1694946
6.8400002,0.1524504
6.8500004,0.1510339
6.8600001,0.1673286
6.8700004,0.1449911
6.8800001,0.1409762
6.8900003,0.1575574
6.9000001,0.1814151
6.9100003,0.1642477
6.9200006,0.1850487
6.9300003,0.1868467
6.9400005,0.1665846
6.9500003,0.1642446
6.9600005,0.1704139
6.9700003,0.1621675
6.9800005,0.1640327
6.9900002,0.1584707
7.0000005,0.1722848
7.0100002,0.1790679
7.0200005,0.1912275
7.0300002,0.1860702
7.0400004,0.1903170
7.0500002,0.1761228
7.0600004,0.1906959
7.0700002,0.1650386
7.0800004,0.1826505
7.0900002,0.1722668
7.1000004,0.1788675
7.1100001,0.1967154
7.1200004,0.2092383
7.1300001,0.2151541
7.1400003,0.2159065
7.1500006,0.2088568
7.1600003,0.2299296
7.1700006,0.2297236
7.1800003,0.2171587
7.1900005,0.2132886
7.2000003,0.1855169
7.2100005,0.1911064
7.2200003,0.1813126
7.2300005,0.1780345
7.2400002,0.1909104
7.2500005,0.2009885
7.2600002,0.2061512
7.2700005,0.1899597
7.2800002,0.1992296
7.2900004,0.2438040
7.3000002,0.2282229
7.3100004,0.2141003
7.3200002,0.2397781
7.3300004,0.2456427
7.3400002,0.2412201
7.3500004,0.2395445
7.3600001,0.2061016
7.3700004,0.1964981
7.3800001,0.2172257
7.3900003,0.2092918
7.4000006,0.1915646
7.4100003,0.2097352
7.4200006,0.1990601
7.4300003,0.1911345
7.4400005,0.1854573
7.4500003,0.1895988
7.4600005,0.1851166
7.4700003,0.1933811
7.4800005,0.1929120
7.4900002,0.1900890
7.5000005,0.1812334
7.5100002,0.1815834
7.5200005,0.1998080
7.5300002,0.1864268
7.5400004,0.1747685
7.5500002,0.2009994
7.5600004,0.1979566
7.5700002,0.1915968
7.5800004,0.1954377
7.5900002,0.2095642
7.6000004,0.1988820
7.6100001,0.1929199
7.6200004,0.1746394
7.6300006,0.1759735
7.6400003,0.1799716
7.6500006,0.1905308
7.6600003,0.1767910
7.6700006,0.1991950
7.6800003,0.2052817
7.6900005,0.2183425
7.7000003,0.1877913
7.7100005,0.1967436
7.7200003,0.2163397
7.7300005,0.2218995
7.7400002,0.2197398
7.7500005,0.2201885
7.7600002,0.1984575
7.7700005,0.2017473
7.7800002,0.1903015
7.7900004,0.1600135
7.8000002,0.1522796
7.8100004,0.1576461
7.8200002,0.1671066
7.8300004,0.1689842
7.8400002,0.1799057
7.8500004,0.1852672
7.8600006,0.1909655
7.8700004,0.1904831
7.8800006,0.1945790
7.8900003,0.1964814
7.9000006,0.1826651
7.9100003,0.2088265
7.9200006,0.2111044
7.9300003,0.2143116
7.9400005,0.2175468
7.9500003,0.2024193
7.9600005,0.2127987
7.9700003,0.2143332
7.9800005,0.2100978
7.9900002,0.2137701
8.0000000,0.2169216
8.0100002,0.2414294
8.0200005,0.2273165
8.0300007,0.2301688
8.0400000,0.2378547
8.0500002,0.2175472
8.0600004,0.2154009
8.0700006,0.2121207
8.0799999,0.2129203
8.0900002,0.1970835
8.1000004,0.1866304
8.1100006,0.2119698
8.1200008,0.2150772
8.1300001,0.1916372
8.1400003,0.1843091
8.1500006,0.1681170
8.1600008,0.1632428
8.1700001,0.1858952
8.1800003,0.2053753
8.1900005,0.1876087
8.2000008,0.2044238
8.2100000,0.1893197
8.2200003,0.1817040
8.2300005,0.1763747
8.2400007,0.1946533
8.2500000,0.1932824
8.2600002,0.2022323
8.2700005,0.2103724
8.2800007,0.2211258
8.2900000,0.2082809
8.3000002,0.2091006
8.3100004,0.2063271
8.3200006,0.2010179
8.3299999,0.2000386
8.3400002,0.2196561
8.3500004,0.1951874
8.3600006,0.1786133
8.3700008,0.1854538
8.3800001,0.1783571
8.3900003,0.2123661
8.4000006,0.2052019
8.4100008,0.2117912
8.4200001,0.1755592
8.4300003,0.1539453
8.4400005,0.1588949
8.4500008,0.1558759
8.4600000,0.1639457
8.4700003,0.1784904
8.4800005,0.1967702
8.4900007,0.1856720
8.5000000,0.1811646
8.5100002,0.1924678
8.5200005,0.1808522
8.5300007,0.1883639
8.5400000,0.1772989
8.5500002,0.1667055
8.5600004,0.1876289
8.5700006,0.1962018
8.5800009,0.1973404
8.5900002,0.2071940
8.6000004,0.2177500
8.6100006,0.2225476
8.6200008,0.2346674
8.6300001,0.2419661
8.6400003,0.2105950
8.6500006,0.2007030
8.6600008,0.1944916
8.6700001,0.1957423
8.6800003,0.2171440
8.6900005,0.1983512
8.7000008,0.2090623
8.7100000,0.2143330
8.7200003,0.2022973
8.7300005,0.2039793
8.7400007,0.2085587
8.7500000,0.2321557
8.7600002,0.2182268
8.7700005,0.2107085
8.7800007,0.2198197
8.7900000,0.2221072
8.8000002,0.2058138
8.8100004,0.2265348
8.8200006,0.2173378
8.8300009,0.2046244
8.8400002,0.2052637
8.8500004,0.1982437
8.8600006,0.1987193
8.8700008,0.1991803
8.8800001,0.2057268
8.8900003,0.2254777
8.9000006,0.1912851
8.9100008,0.1986501
8.9200001,0.1893281
8.9300003,0.2016579
8.9400005,0.1908831
8.9500008,0.1992121
8.9600000,0.1997124
8.9700003,0.1944349
8.9800005,0.2040504
8.9900007,0.2142434
9.0000000,0.2303429
9.0100002,0.1925510
9.0200005,0.1725867
9.0300007,0.1877219
9.0400000,0.1844038
9.0500002,0.1801848
9.0600004,0.1815079
9.0700006,0.1685595
9.0800009,0.1426911
9.0900002,0.1759927
9.1000004,0.1605226
9.1100006,0.1726426
9.1200008,0.1682519
9.1300001,0.1638240
9.1400003,0.1873051
9.1500006,0.1599641
9.1600008,0.1601536
9.1700001,0.1734883
9.1800003,0.1677719
9.1900005,0.1781284
9.2000008,0.1839110
9.2100000,0.1741301
9.2200003,0.1650599
9.2300005,0.1674635
9.2400007,0.1708595
9.2500000,0.1742993
9.2600002,0.1613637
9.2700005,0.1645877
9.2800007,0.1515317
9.2900009,0.1652285
9.3000002,0.1436259
9.3100004,0.1517825
9.3200006,0.1539710
9.3300009,0.1512637
9.3400002,0.1526702
9.3500004,0.1798347
9.3600006,0.1579862
9.3700008,0.1628079
9.3800001,0.1583725
9.3900003,0.1610361
9.4000006,0.1467119
9.4100008,0.1551691
9.4200001,0.1570331
9.4300003,0.1507897
9.4400005,0.1595914
9.4500008,0.1565541
9.4600000,0.1696585
9.4700003,0.1954163
9.4800005,0.1986262
9.4900007,0.1816077
9.5000000,0.1840271
9.5100002,0.1801462
9.5200005,0.1783541
9.5300007,0.2003943
9.5400009,0.1939558
9.5500002,0.2033222
9.5600004,0.1966074
9.5700006,0.1714459
9.5800009,0.1784739
9.5900002,0.1738344
9.6000004,0.1863201
9.6100006,0.1903958
9.6200008,0.1955817
9.6300001,0.1993260
9.6400003,0.1969390
9.6500006,0.1873269
9.6600008,0.1718185
9.6700001,0.1684950
9.6800003,0.1690738
9.6900005,0.1623122
9.7000008,0.1573484
9.7100000,0.1609857
9.7200003,0.1479872
9.7300005,0.1588145
9.7400007,0.1566119
9.7500000,0.1653518
9.7600002,0.1845433
9.7700005,0.1659643
9.7800007,0.1669700
9.7900009,0.1726317
9.8000002,0.1722761
9.8100004,0.1633359
9.8200006,0.1612812
9.8300009,0.1665221
9.8400002,0.1779435
9.8500004,0.1632658
9.8600006,0.1716761
9.8700008,0.1730707
9.8800001,0.1680846
9.8900003,0.1654323
9.9000006,0.1674351
9.9100008,0.1655322
9.9200001,0.1531032
9.9300003,0.1670982
9.9400005,0.1755164
9.9500008,0.1729656
9.9600000,0.1619802
9.9700003,0.1617340
9.9800005,0.1674369
9.9900007,0.1614633
10.0000000,0.1634367
10.0100002,0.1527846
10.0200005,0.1459076
10.0300007,0.1461620
10.0400009,0.1435780
10.0500002,0.1434254
10.0600004,0.1389288
10.0700006,0.1382130
10.0800009,0.1463056
10.0900002,0.1359935
10.1000004,0.1347845
10.1100006,0.1366532
10.1200008,0.1401157
10.1300001,0.1557759
10.1400003,0.1459758
10.1500006,0.1584984
10.1600008,0.1593328
10.1700001,0.1699928
10.1800003,0.1663081
10.1900005,0.1684054
10.2000008,0.1771955
10.2100000,0.1742931
10.2200003,0.2004203
10.2300005,0.1980192
10.2400007,0.1959216
10.2500010,0.1828732
10.2600002,0.1699952
10.2700005,0.1875132
10.2800007,0.1786876
10.2900009,0.1784759
10.3000002,0.1772834
10.3100004,0.1602513
10.3200006,0.1577675
10.3300009,0.1752451
10.3400002,0.1668025
10.3500004,0.1565624
10.3600006,0.1633285
10.3700008,0.1568575
10.3800001,0.1680691
10.3900003,0.1440894
10.4000006,0.1422925
10.4100008,0.1434513
10.4200001,0.1541678
10.4300003,0.1542713
10.4400005,0.1589050
10.4500008,0.1624689
10.4600000,0.1629863
10.4700003,0.1446604
10.4800005,0.1445605
10.4900007,0.1205978
10.5000010,0.1281768
10.5100002,0.1269117
10.5200005,0.1154663
10.5300007,0.1101073
10.5400009,0.1332862
10.5500002,0.1338660
10.5600004,0.1514964
10.5700006,0.1481428
10.5800009,0.1392022
10.5900002,0.1425706
10.6000004,0.1587112
10.6100006,0.1437186
10.6200008,0.1502317
10.6300001,0.1487603
10.6400003,0.1597224
10.6500006,0.1464894
10.6600008,0.1701385
10.6700001,0.1519792
10.6800003,0.1725459
10.6900005,0.1662409
10.7000008,0.1429899
10.7100000,0.1394682
10.7200003,0.1408632
10.7300005,0.1416159
10.7400007,0.1451156
10.7500010,0.1502349
10.7600002,0.1393381
10.7700005,0.1440991
10.7800007,0.1615121
10.7900009,0.1587299
10.8000002,0.1422571
10.8100004,0.1500331
10.8200006,0.1391669
10.8300009,0.1530059
10.8400002,0.1531087
10.8500004,0.1593112
10.8600006,0.1436790
10.8700008,0.1587788
10.8800001,0.1409938
10.8900003,0.1476375
10.9000006,0.1482024
10.9100008,0.1309695
10.9200001,0.1445001
10.9300003,0.1732080
10.9400005,0.1708682
10.9500008,0.1910950
10.9600010,0.2003472
10.9700003,0.1906011
10.9800005,0.1825961
10.9900007,0.1580613
11.0000010,0.1436744
11.0100002,0.1573564
11.0200005,0.1624895
11.0300007,0.1703748
11.0400009,0.1824045
11.0500002,0.1674640
11.0600004,0.1715503
11.0700006,0.1790440
11.0800009,0.1709313
11.0900002,0.1831094
11.1000004,0.1933035
11.1100006,0.1759791
11.1200008,0.1622692
11.1300001,0.1442003
11.1400003,0.1645429
11.1500006,0.1651406
11.1600008,0.1685381
11.1700001,0.1556170
11.1800003,0.1439629
11.1900005,0.1567661
11.2000008,0.1297896
11.2100010,0.1399917
11.2200003,0.1454474
11.2300005,0.1651045
11.2400007,0.1456829
11.2500010,0.1455180
11.2600002,0.1413337
11.2700005,0.1431498
11.2800007,0.1405401
11.2900009,0.1429469
11.3000002,0.1350433
11.3100004,0.1345694
11.3200006,0.1467869
11.3300009,0.1636515
11.3400002,0.1679012
11.3500004,0.1707656
11.3600006,0.1624202
11.3700008,0.1562983
11.3800001,0.1393382
11.3900003,0.1309284
11.4000006,0.1549558
11.4100008,0.1466565
11.4200001,0.1330778
11.4300003,0.1401971
11.4400005,0.1367092
11.4500008,0.1186841
11.4600010,0.1138308
11.4700003,0.1171775
11.4800005,0.1319873
11.4900007,0.1224965
11.5000010,0.1103705
11.5100002,0.1268460
11.5200005,0.1300029
11.5300007,0.1334025
11.5400009,0.1244514
11.5500002,0.1372034
11.5600004,0.1430986
11.5700006,0.1308375
11.5800009,0.1263315
11.5900002,0.1348664
11.6000004,0.1520070
11.6100006,0.1544819
11.6200008,0.1642945
