Time_(ns),RMSD_(nm)
4.6800003,0.1577586
4.6900001,0.1565374
4.7000003,0.1526304
4.7100000,0.1629731
4.7200003,0.1601674
4.7300000,0.1441309
4.7400002,0.1176424
4.7500000,0.1150358
4.7600002,0.1225333
4.7700005,0.1391406
4.7800002,0.1395514
4.7900004,0.1132296
4.8000002,0.1277790
4.8100004,0.1247408
4.8200002,0.1253345
4.8300004,0.1227126
4.8400002,0.1335037
4.8500004,0.1283803
4.8600001,0.1250242
4.8700004,0.1439521
4.8800001,0.1535086
4.8900003,0.1233778
4.9000001,0.1372604
4.9100003,0.1303983
4.9200001,0.1320437
4.9300003,0.1397175
4.9400001,0.1399677
4.9500003,0.1326644
4.9600000,0.1386858
4.9700003,0.1494377
4.9800000,0.1352412
4.9900002,0.1582396
5.0000000,0.1722415
5.0100002,0.1699117
5.0200005,0.1641323
5.0300002,0.1682096
5.0400004,0.1650391
5.0500002,0.1757680
5.0600004,0.1728116
5.0700002,0.1618458
5.0800004,0.1683168
5.0900002,0.1496902
5.1000004,0.1493909
5.1100001,0.1508602
5.1200004,0.1573641
5.1300001,0.1766071
5.1400003,0.1582219
5.1500001,0.1699160
5.1600003,0.1676761
5.1700001,0.1897593
5.1800003,0.1768238
5.1900001,0.1740796
5.2000003,0.1491776
5.2100000,0.1516648
5.2200003,0.1592816
5.2300000,0.1420910
5.2400002,0.1412633
5.2500005,0.1499748
5.2600002,0.1572802
5.2700005,0.1553780
5.2800002,0.1501978
5.2900004,0.1507199
5.3000002,0.1546516
5.3100004,0.1511717
5.3200002,0.1301892
5.3300004,0.1310536
5.3400002,0.1475689
5.3500004,0.1220693
5.3600001,0.1103324
5.3700004,0.1164626
5.3800001,0.1165347
5.3900003,0.1158636
5.4000001,0.1378910
5.4100003,0.1351657
5.4200001,0.1489661
5.4300003,0.1502430
5.4400001,0.1372568
5.4500003,0.1542081
5.4600000,0.1739504
5.4700003,0.1699978
5.4800005,0.1824147
5.4900002,0.1844053
5.5000005,0.1914892
5.5100002,0.1882601
5.5200005,0.1876283
5.5300002,0.1711506
5.5400004,0.1691871
5.5500002,0.1621987
5.5600004,0.1791775
5.5700002,0.2003713
5.5800004,0.1985219
5.5900002,0.2179622
5.6000004,0.2068100
5.6100001,0.1856270
5.6200004,0.2195105
5.6300001,0.2133120
5.6400003,0.1931652
5.6500001,0.1925513
5.6600003,0.1909595
5.6700001,0.2193131
5.6800003,0.2155559
5.6900001,0.2123097
5.7000003,0.2214809
5.7100000,0.2203014
5.7200003,0.2383886
5.7300005,0.2451461
5.7400002,0.2345285
5.7500005,0.2221511
5.7600002,0.2357405
5.7700005,0.2339975
5.7800002,0.2216076
5.7900004,0.1941622
5.8000002,0.2004908
5.8100004,0.2104030
5.8200002,0.2055189
5.8300004,0.1975597
5.8400002,0.2127006
5.8500004,0.1931967
5.8600001,0.2350569
5.8700004,0.2262976
5.8800001,0.2184253
5.8900003,0.2146475
5.9000001,0.2117460
5.9100003,0.2121236
5.9200001,0.2083979
5.9300003,0.2066944
5.9400001,0.2229709
5.9500003,0.2318059
5.9600005,0.2271949
5.9700003,0.2530493
5.9800005,0.2440632
5.9900002,0.2607781
6.0000005,0.2502559
6.0100002,0.2567865
6.0200005,0.2481731
6.0300002,0.2493836
6.0400004,0.2320815
6.0500002,0.2053972
6.0600004,0.1908170
6.0700002,0.2009520
6.0800004,0.2211298
6.0900002,0.2347373
6.1000004,0.2364375
6.1100001,0.2221580
6.1200004,0.2323876
6.1300001,0.2359307
6.1400003,0.2218922
6.1500001,0.2194076
6.1600003,0.2255503
6.1700001,0.2156190
6.1800003,0.2234447
6.1900001,0.2367599
6.2000003,0.2457503
6.2100005,0.2240333
6.2200003,0.2129883
6.2300005,0.2115544
6.2400002,0.2046653
6.2500005,0.2245165
6.2600002,0.2165403
6.2700005,0.2247078
6.2800002,0.2497776
6.2900004,0.2449216
6.3000002,0.2639581
6.3100004,0.2614277
6.3200002,0.2803099
6.3300004,0.2773494
6.3400002,0.2769132
6.3500004,0.3075489
6.3600001,0.2943656
6.3700004,0.2849295
6.3800001,0.2517865
6.3900003,0.2349284
6.4000001,0.2337495
6.4100003,0.2131594
6.4200001,0.2086898
6.4300003,0.1817962
6.4400005,0.1903141
6.4500003,0.1837252
6.4600005,0.1891013
6.4700003,0.1991925
6.4800005,0.2170521
6.4900002,0.2106249
6.5000005,0.2256171
6.5100002,0.1908171
6.5200005,0.2030965
6.5300002,0.2261256
6.5400004,0.2002140
6.5500002,0.2019114
6.5600004,0.2057559
6.5700002,0.2220823
6.5800004,0.2192484
6.5900002,0.2070481
6.6000004,0.2196140
6.6100001,0.2186338
6.6200004,0.2448902
6.6300001,0.2346881
6.6400003,0.2486341
6.6500001,0.2461901
6.6600003,0.2481333
6.6700006,0.2649164
6.6800003,0.2543747
6.6900005,0.2600177
6.7000003,0.2525742
6.7100005,0.2470152
6.7200003,0.2417596
6.7300005,0.2257482
6.7400002,0.2333661
6.7500005,0.2369809
6.7600002,0.2300425
6.7700005,0.2430168
6.7800002,0.2292685
6.7900004,0.2265676
6.8000002,0.2464085
6.8100004,0.2346018
6.8200002,0.2290438
6.8300004,0.2281830
6.8400002,0.2367279
6.8500004,0.2291455
6.8600001,0.2487944
6.8700004,0.2592314
6.8800001,0.2463062
6.8900003,0.2482127
6.9000001,0.2629452
6.9100003,0.2422124
6.9200006,0.2512388
6.9300003,0.2730400
6.9400005,0.2842489
6.9500003,0.2928412
6.9600005,0.2820913
6.9700003,0.2740669
6.9800005,0.2939225
6.9900002,0.2691440
7.0000005,0.2575854
7.0100002,0.2765842
7.0200005,0.2629726
7.0300002,0.2522888
7.0400004,0.2253367
7.0500002,0.2273467
7.0600004,0.2096971
7.0700002,0.2128789
7.0800004,0.2213280
7.0900002,0.2152938
7.1000004,0.1842278
7.1100001,0.1944087
7.1200004,0.1854093
7.1300001,0.1752196
7.1400003,0.1811319
7.1500006,0.1950828
7.1600003,0.2101419
7.1700006,0.2291317
7.1800003,0.2114870
7.1900005,0.2041421
7.2000003,0.2086406
7.2100005,0.2184625
7.2200003,0.2004211
7.2300005,0.2059743
7.2400002,0.2105609
7.2500005,0.2300297
7.2600002,0.2138731
7.2700005,0.2067661
7.2800002,0.2174335
7.2900004,0.2122123
7.3000002,0.2191722
7.3100004,0.2076121
7.3200002,0.2275975
7.3300004,0.2075528
7.3400002,0.1926779
7.3500004,0.1899744
7.3600001,0.1894436
7.3700004,0.1993032
7.3800001,0.2057223
7.3900003,0.1773071
7.4000006,0.2065558
7.4100003,0.2048220
7.4200006,0.2018431
7.4300003,0.2192966
7.4400005,0.2022774
7.4500003,0.1900166
7.4600005,0.2152333
7.4700003,0.2090666
7.4800005,0.1926390
7.4900002,0.2077354
7.5000005,0.2054491
7.5100002,0.1965382
7.5200005,0.1999063
7.5300002,0.1913701
7.5400004,0.1826496
7.5500002,0.1812975
7.5600004,0.1996817
7.5700002,0.1821987
7.5800004,0.1846617
7.5900002,0.1580832
7.6000004,0.1690184
7.6100001,0.1511300
7.6200004,0.1524265
7.6300006,0.1506254
7.6400003,0.1467523
7.6500006,0.1576264
7.6600003,0.1606571
7.6700006,0.1693172
7.6800003,0.1804236
7.6900005,0.2153479
7.7000003,0.2116356
7.7100005,0.1875406
7.7200003,0.1687353
7.7300005,0.1669810
7.7400002,0.1746096
7.7500005,0.1699393
7.7600002,0.1510279
7.7700005,0.1647781
7.7800002,0.1488417
7.7900004,0.1412697
7.8000002,0.1416571
7.8100004,0.1408073
7.8200002,0.1271331
7.8300004,0.1263110
7.8400002,0.1328415
7.8500004,0.1358766
7.8600006,0.1165681
7.8700004,0.1360170
7.8800006,0.1446423
7.8900003,0.1449072
7.9000006,0.1447631
7.9100003,0.1492092
7.9200006,0.1409430
7.9300003,0.1517022
7.9400005,0.1516117
7.9500003,0.1566193
7.9600005,0.1506928
7.9700003,0.1529548
7.9800005,0.1536132
7.9900002,0.1472526
8.0000000,0.1554818
8.0100002,0.1526948
8.0200005,0.1437959
8.0300007,0.1644773
8.0400000,0.1543788
8.0500002,0.1507581
8.0600004,0.1511162
8.0700006,0.1515943
8.0799999,0.1507279
8.0900002,0.1492763
8.1000004,0.1390017
8.1100006,0.1512099
8.1200008,0.1484498
8.1300001,0.1501018
8.1400003,0.1503453
8.1500006,0.1502057
8.1600008,0.1355152
8.1700001,0.1444107
8.1800003,0.1392155
8.1900005,0.1405238
8.2000008,0.1483346
8.2100000,0.1438173
8.2200003,0.1377507
8.2300005,0.1349966
8.2400007,0.1225458
8.2500000,0.1245240
8.2600002,0.1313312
8.2700005,0.1258793
8.2800007,0.1250031
8.2900000,0.1217059
8.3000002,0.1156095
8.3100004,0.1286262
8.3200006,0.1213845
8.3299999,0.1250871
8.3400002,0.1277137
8.3500004,0.1243416
8.3600006,0.1337729
8.3700008,0.1255562
8.3800001,0.1206380
8.3900003,0.1266401
8.4000006,0.1142142
8.4100008,0.1081866
8.4200001,0.1101682
8.4300003,0.1124295
8.4400005,0.1196746
8.4500008,0.1207681
8.4600000,0.1269594
8.4700003,0.1209075
8.4800005,0.1186708
8.4900007,0.1305753
8.5000000,0.1304203
8.5100002,0.1255946
8.5200005,0.1286609
8.5300007,0.1297739
8.5400000,0.1315962
8.5500002,0.1331156
8.5600004,0.1246965
8.5700006,0.1420802
8.5800009,0.1495267
8.5900002,0.1435905
8.6000004,0.1354467
8.6100006,0.1244949
8.6200008,0.1285773
8.6300001,0.1253523
8.6400003,0.1169621
8.6500006,0.1224913
8.6600008,0.1243528
8.6700001,0.1198080
8.6800003,0.1317511
8.6900005,0.1157916
8.7000008,0.1245255
8.7100000,0.1312196
8.7200003,0.1248143
8.7300005,0.1401909
8.7400007,0.1291390
8.7500000,0.1362222
8.7600002,0.1186844
8.7700005,0.1285534
8.7800007,0.1232641
8.7900000,0.1192145
8.8000002,0.1104989
8.8100004,0.1291911
8.8200006,0.1230172
8.8300009,0.1155146
8.8400002,0.1195081
8.8500004,0.1201133
8.8600006,0.1124599
8.8700008,0.1097367
8.8800001,0.1138577
8.8900003,0.1158663
8.9000006,0.1052054
8.9100008,0.1153348
8.9200001,0.1127261
8.9300003,0.1172495
8.9400005,0.1261100
8.9500008,0.1189243
8.9600000,0.1114105
8.9700003,0.1055692
8.9800005,0.1068813
8.9900007,0.1172130
9.0000000,0.1107940
9.0100002,0.1099234
9.0200005,0.1101383
9.0300007,0.1193482
9.0400000,0.1178973
9.0500002,0.1186782
9.0600004,0.1244745
9.0700006,0.1311408
9.0800009,0.1257076
9.0900002,0.1291284
9.1000004,0.1489478
9.1100006,0.1424460
9.1200008,0.1396520
9.1300001,0.1399301
9.1400003,0.1253970
9.1500006,0.1194247
9.1600008,0.1271546
9.1700001,0.1224816
9.1800003,0.1373909
9.1900005,0.1304517
9.2000008,0.1210113
9.2100000,0.1262294
9.2200003,0.1176958
9.2300005,0.1283434
9.2400007,0.1119802
9.2500000,0.1161074
9.2600002,0.1253120
9.2700005,0.1342704
9.2800007,0.1291263
9.2900009,0.1109665
9.3000002,0.1328545
9.3100004,0.1289053
9.3200006,0.1323217
9.3300009,0.1357476
9.3400002,0.1418921
9.3500004,0.1411107
9.3600006,0.1518494
9.3700008,0.1423015
9.3800001,0.1289191
9.3900003,0.1306833
9.4000006,0.1374831
9.4100008,0.1417128
9.4200001,0.1519205
9.4300003,0.1324389
9.4400005,0.1368179
9.4500008,0.1164395
9.4600000,0.1103792
9.4700003,0.1115352
9.4800005,0.1225210
9.4900007,0.1146537
9.5000000,0.1139990
9.5100002,0.1146998
9.5200005,0.1204248
9.5300007,0.1241758
9.5400009,0.1251004
9.5500002,0.1323316
9.5600004,0.1204031
9.5700006,0.1413109
9.5800009,0.1263328
9.5900002,0.1222825
9.6000004,0.1331065
9.6100006,0.1309722
9.6200008,0.1238240
9.6300001,0.1229250
9.6400003,0.1323169
9.6500006,0.1242678
9.6600008,0.1302970
9.6700001,0.1384651
9.6800003,0.1348784
9.6900005,0.1305768
9.7000008,0.1339847
9.7100000,0.1391488
9.7200003,0.1316598
9.7300005,0.1237495
9.7400007,0.1265514
9.7500000,0.1312647
9.7600002,0.1271907
9.7700005,0.1128627
9.7800007,0.1231299
9.7900009,0.1234549
9.8000002,0.1242234
9.8100004,0.1275602
9.8200006,0.1327722
9.8300009,0.1369616
9.8400002,0.1544019
9.8500004,0.1456267
9.8600006,0.1380391
9.8700008,0.1435778
9.8800001,0.1475055
9.8900003,0.1533592
9.9000006,0.1398232
9.9100008,0.1425816
9.9200001,0.1318384
9.9300003,0.1510535
9.9400005,0.1370855
9.9500008,0.1485195
9.9600000,0.1666564
9.9700003,0.1416052
9.9800005,0.1411717
9.9900007,0.1457848
10.0000000,0.1439154
10.0100002,0.1498473
10.0200005,0.1451906
10.0300007,0.1342025
10.0400009,0.1448904
10.0500002,0.1366006
10.0600004,0.1364189
10.0700006,0.1366982
10.0800009,0.1253410
10.0900002,0.1299295
10.1000004,0.1148384
10.1100006,0.1194739
10.1200008,0.1257606
10.1300001,0.1335569
10.1400003,0.1280069
10.1500006,0.1341219
10.1600008,0.1353960
10.1700001,0.1293695
10.1800003,0.1316724
10.1900005,0.1262995
10.2000008,0.1362658
10.2100000,0.1331873
10.2200003,0.1322950
10.2300005,0.1313545
10.2400007,0.1180853
10.2500010,0.1208615
10.2600002,0.1336863
10.2700005,0.1318918
10.2800007,0.1322718
10.2900009,0.1410008
10.3000002,0.1339895
10.3100004,0.1438262
10.3200006,0.1325199
10.3300009,0.1170904
10.3400002,0.1193041
10.3500004,0.1238928
10.3600006,0.1252643
10.3700008,0.1206271
10.3800001,0.1305553
10.3900003,0.1459404
10.4000006,0.1316260
10.4100008,0.1260676
10.4200001,0.1318384
10.4300003,0.1371473
10.4400005,0.1533784
10.4500008,0.1363454
10.4600000,0.1418363
10.4700003,0.1619437
10.4800005,0.1744571
10.4900007,0.1692001
10.5000010,0.1884344
10.5100002,0.1638575
10.5200005,0.1619683
10.5300007,0.1601688
10.5400009,0.1610342
10.5500002,0.1533135
10.5600004,0.1445403
10.5700006,0.1397262
10.5800009,0.1705088
10.5900002,0.1606449
10.6000004,0.1655877
10.6100006,0.1589878
10.6200008,0.2001142
10.6300001,0.1713668
10.6400003,0.1334846
10.6500006,0.1410819
10.6600008,0.1420642
10.6700001,0.1430219
10.6800003,0.1651659
10.6900005,0.1708735
10.7000008,0.1770929
10.7100000,0.1927223
10.7200003,0.1911008
10.7300005,0.1734696
10.7400007,0.1712244
10.7500010,0.1905271
10.7600002,0.1657232
10.7700005,0.1697310
10.7800007,0.1513873
10.7900009,0.1476628
10.8000002,0.1457466
10.8100004,0.1400755
10.8200006,0.1497509
10.8300009,0.1518676
10.8400002,0.1583127
10.8500004,0.1718418
10.8600006,0.1740893
10.8700008,0.1777037
10.8800001,0.1933289
10.8900003,0.1783004
10.9000006,0.1998117
10.9100008,0.2012717
10.9200001,0.1968870
10.9300003,0.2175042
10.9400005,0.1906764
10.9500008,0.1718551
10.9600010,0.1834220
10.9700003,0.1930161
10.9800005,0.1871380
10.9900007,0.1791779
11.0000010,0.1778871
11.0100002,0.1839456
11.0200005,0.1820809
11.0300007,0.1992044
11.0400009,0.1799555
11.0500002,0.1991715
11.0600004,0.1938666
11.0700006,0.2032500
11.0800009,0.2082910
11.0900002,0.2085594
11.1000004,0.1942905
11.1100006,0.1871542
11.1200008,0.1922352
11.1300001,0.1997655
11.1400003,0.2310482
11.1500006,0.2612220
11.1600008,0.2289505
11.1700001,0.2500283
11.1800003,0.2584336
11.1900005,0.2535156
11.2000008,0.2660901
11.2100010,0.2418507
11.2200003,0.2537488
11.2300005,0.2613139
11.2400007,0.2486566
11.2500010,0.2721594
11.2600002,0.2560292
11.2700005,0.2586521
11.2800007,0.2404179
11.2900009,0.2234743
11.3000002,0.2390047
11.3100004,0.2324991
11.3200006,0.2255979
11.3300009,0.2244378
11.3400002,0.2077419
11.3500004,0.2336292
11.3600006,0.2212463
11.3700008,0.2131248
11.3800001,0.2028506
11.3900003,0.2149944
11.4000006,0.2218122
11.4100008,0.2287539
11.4200001,0.2345858
11.4300003,0.2281426
11.4400005,0.2269743
11.4500008,0.2212973
11.4600010,0.2121250
11.4700003,0.2215737
11.4800005,0.2327227
11.4900007,0.2177738
11.5000010,0.2261124
11.5100002,0.2307611
11.5200005,0.2319006
11.5300007,0.2003379
11.5400009,0.2098048
11.5500002,0.1983399
11.5600004,0.1886846
11.5700006,0.1860110
11.5800009,0.1713168
11.5900002,0.1897668
11.6000004,0.1768336
11.6100006,0.1717723
11.6200008,0.1624040
